group3,nic_div,workers_m
312,61,0.00023755749999999998
312,62,0.00084396
312,68,0.03143969
312,71,0.00049790125
312,73,0.0056932925
312,74,0.0052602875
312,78,0.00125390125
312,81,0.00405756125
312,84,0.032851442499999994
312,85,0.0066558225
312,86,0.0115763775
312,90,0.002048175
312,94,0.0013051075
313,5,0.00925694
313,6,0.00501745
313,7,0.0025331424999999997
313,10,0.0110471475
313,11,0.0031366562499999997
313,13,0.0100062225
313,14,0.00144678125
313,17,0.0007155025
313,19,0.0102650725
313,20,0.007405378749999999
313,21,0.0022219724999999997
313,22,0.0011608637499999999
313,23,0.0036109362500000002
313,24,0.02961088875
313,25,0.0041877
313,26,0.00856225
313,27,0.016420651249999998
313,28,0.020444237499999997
313,29,0.0731640325
313,30,0.00488304875
313,32,0.0032223162499999997
313,35,0.046509326250000003
313,36,0.12391830999999999
313,37,0.00312640375
313,42,0.004590354999999999
313,46,0.00376043625
313,47,0.01310745375
313,49,0.004091885
313,50,0.00224150125
313,52,0.02399909125
313,56,0.0020594924999999997
313,58,0.0048828
313,62,0.00042113249999999996
313,71,0.00461238375
313,74,0.00500089875
313,78,0.0003403125
313,84,0.06240888375
313,86,0.00069941625
313,95,0.00192721875
314,1,0.00198166875
314,21,0.0151565125
314,71,0.00185546875
314,72,0.0007097024999999999
314,84,0.00296853375
314,85,0.00421144375
314,86,0.031574003749999996
315,27,0.000870105
315,30,0.010582075
315,35,0.00122402125
315,50,0.0011426387500000001
315,51,0.003653245
315,52,0.0039450375
315,60,0.0001459025
315,71,0.00078559625
315,84,0.021191677499999995
321,21,0.07024625875
321,26,0.0014478775
321,46,0.00734856375
321,47,0.04113844625
321,71,0.00046508374999999996
321,72,0.0023682337499999996
321,78,0.003145515
321,84,0.0021022125
321,85,0.0006853849999999999
321,86,0.46662625125
321,94,0.0000974225
322,10,0.00244223
322,42,0.005092516249999999
322,78,0.0017395924999999998
322,84,0.12091705
322,85,0.24933780625
322,86,1.1131791975
322,87,0.0492013075
322,88,0.37324217
322,96,0.0074237125
322,97,0.001755675
323,21,0.01396625
323,46,0.0000826475
323,86,0.024762597499999997
324,1,0.030987836249999994
324,45,0.00084396
324,75,0.06008271
324,84,0.0009237799999999999
324,86,0.003150715
325,21,0.004192618749999999
325,26,0.0028647775
325,32,0.0023562725
325,65,0.0010814487499999999
