filename,source_url,sha256,size_bytes,http_status,retrieved_at
mospi_latest_release_1762248630955_765d216d-9a6c-4a4b-8864-cc2ee6a2ea10_Links_for_Payroll_Data_for_the_month_of_August_2025.pdf,https://www.mospi.gov.in/uploads/latestReleases/latest_release_1762248630955_765d216d-9a6c-4a4b-8864-cc2ee6a2ea10_Links_for_Payroll_Data_for_the_month_of_August_2025.pdf,7b2d9f700cb3557464863a1f8cb950442edd39bf392398d8af2da78398ffabf5,72644,200,2026-07-17T11:19:00Z
mospi_latest_release_1760080044365_971fd610-26fb-4e5e-a215-ca6617b55ebb_Links_for_Payroll_Data_for_the_month_of_July_2025.pdf,https://www.mospi.gov.in/uploads/latestReleases/latest_release_1760080044365_971fd610-26fb-4e5e-a215-ca6617b55ebb_Links_for_Payroll_Data_for_the_month_of_July_2025.pdf,74025d013be19a0a5044253f43102dc2ae37181267e65e55c13328b709f95c49,71008,200,2026-07-17T11:19:03Z
mospi_latest_release_1758107403781_6744f830-f724-41f1-a6de-36dcf744135a_Links_for_Payroll_Data_for_the_month_of_June_2025.pdf,https://www.mospi.gov.in/uploads/latestReleases/latest_release_1758107403781_6744f830-f724-41f1-a6de-36dcf744135a_Links_for_Payroll_Data_for_the_month_of_June_2025.pdf,647076fe90869f9099ce3656ea988896160aba0ce3c96223b65cb4deee144431,70391,200,2026-07-17T11:19:05Z
mospi_latest_release_1754638413401_991acae2-882a-4168-b7ea-572022357a0e_Links_for_Payroll_Data_for_the_month_of_May_2025.pdf,"https://www.mospi.gov.in/uploads/latestReleases/latest_release_1754638413401_991acae2-882a-4168-b7ea-572022357a0e_Links_for_Payroll_Data_for_the_month_of_May,_2025.pdf",ec418332e1e37375380bbcfa90f0eb484ff80891f612703bfad048565214d913,69991,200,2026-07-17T11:19:08Z
mospi_Payroll_Reporting-April2018.pdf,https://www.mospi.gov.in/sites/default/files/press_release/Payroll_Reporting-April2018.pdf,70ff77a81ec5c4a218eb81a28dde3cd1cdbef88106ebb8c69d55cfa0dad71ac9,467894,200,2026-07-17T11:23:18Z
mospi_Employment_Perspective-March_2018_25may18.PDF,https://www.mospi.gov.in/sites/default/files/press_release/Employment_Perspective-March_2018_25may18.PDF,0ff6106c91fc36d40910677f4c0b55af3b33716bb9af8c8e85263555e30d7a1b,388741,200,2026-07-17T11:23:22Z
mospi_Payroll_Reporting_in_India-An_Employment_Perspective_-_24_Dec'18_.pdf,https://www.mospi.gov.in/sites/default/files/press_release/Payroll%20Reporting%20in%20India-An%20Employment%20Perspective%20-%2024%20Dec'18%20.pdf,13dfc0a4d17595903ac08d3472f238a7c1cb61485c59be695e983aacbbc8f0a2,546524,200,2026-07-17T11:23:25Z
mospi_Press_Release_Employment_25feb19.pdf,https://www.mospi.gov.in/sites/default/files/press_release/Press_Release_Employment_25feb19.pdf,54a8ae2b11b9e6a7bad2df1c54c59d5cb4af9c6277008398290439bf20850fb2,563329,200,2026-07-17T11:23:29Z
mospi_Payroll_Reporting_in_India_-_An_Employment_Perspective_-_January_2019_250319_Release_.pdf,"https://www.mospi.gov.in/sites/default/files/press_release/Payroll%20Reporting%20in%20India%20-%20An%20Employment%20Perspective%20-%20January,%202019%20_%20250319%20Release%20.pdf",411e42989fa734e9d825c1367acf170a3719a523c3aacf9901a2e1de93357731,505295,200,2026-07-17T11:23:33Z
mospi_Rev-Press_Release_Payroll_Reporting_in_India_-_for_24_December'19.pdf,https://www.mospi.gov.in/sites/default/files/press_release/Rev-Press%20Release_Payroll%20Reporting%20in%20India%20-%20for%2024%20December'19.pdf,5f0e9a6b23234f5a611ce09b50f62c90a027a602618da0983c7eabd753521aa7,546378,200,2026-07-17T11:23:37Z
mospi_NSO_press_release_payroll_reporting_in_India_for_25th_september_2020_1_.pdf,https://www.mospi.gov.in/sites/default/files/press_release/NSO_press_release_payroll_reporting_in_India_for_25th_september_2020(1).pdf,57fb7cf84b69ec4a387ac3983c2af16ba1ac5db8a7f6b643ac36cc803f0c8b29,1034887,200,2026-07-17T11:23:40Z
mospi_Payroll_Reporting_in_India_An_Employment_Perspective_-September_2024.pdf,"https://www.mospi.gov.in/sites/default/files/press_release/Payroll%20Reporting%20in%20India%20An%20Employment%20Perspective%20%E2%80%93September,%202024.pdf",16632cd3488c855162f03835f6f117b972ab9b6d9c4e67ff2534347496deaaa8,217219,200,2026-07-17T11:23:44Z
pib_ReleaseEmpOutlook_25June19_.pdf,https://static.pib.gov.in/WriteReadData/userfiles/ReleaseEmpOutlook%2025June19%20.pdf,e585af6a89992404770ca15c3635126588bfb6bda6322500c6ef9a5d41a2b83c,496718,200,2026-07-17T11:26:53Z
pib_payroll_-_Copy_1.pdf,https://static.pib.gov.in/WriteReadData/userfiles/payroll%20-%20Copy%201.pdf,9de7c3e81b53f157eb4a88ace2ffcc0a93d44499ba6aa42a6bf978dab17ea110,814182,200,2026-07-17T11:26:57Z
pib_doc202162501.pdf,https://static.pib.gov.in/WriteReadData/specificdocs/documents/2021/jun/doc202162501.pdf,dbb9ba5542780a39dfb57e559f1da7c71ac9ff2e05e3011f25ca2079415df865,435584,200,2026-07-17T11:27:00Z
mospi_NSO_Press_release_Payroll_Reporting_in_India_for_23_October'_2020.pdf,https://www.mospi.gov.in/sites/default/files/press_release/NSO%20Press%20release%20_Payroll%20Reporting%20in%20India_for%2023%20October'%202020.pdf,7c393d46c7446facdc2171554ffd1311a43db01b40b333cb1b86bdf0e21dffa5,793739,200,2026-07-17T11:30:11Z
