file,sha256,source_url,retrieved_utc,notes
eloundou_occ_level.csv,40c74f53de40aec91c0017d80690cbba915f83a8bb414bcf2f884692f1749acb,https://github.com/openai/GPTs-are-GPTs/blob/main/data/occ_level.csv,2026-09-02T08:34:27.596715+00:00,Eloundou et al. (2024) GPTs are GPTs - occupation-level exposure scores (GPT-4 'dv' + human alpha/beta/gamma) by O*NET-SOC code; Science 384:1306-1308 replication data
soc10_isco08.dta,ba625e7e30b9d492d9857ebf5693a87a3ea715352f07d2e9070d2e1f94cc5791,https://github.com/eworx-org/iscoCrosswalks/blob/main/data-raw/stata_dset/onetsoc_to_isco_cws_ibs/soc10_isco08.dta,2026-09-02T08:34:27.597325+00:00,"SOC-2010 to ISCO-08 crosswalk (BLS-derived, via IBS cws_ibs Stata dataset packaged in eworx-org/iscoCrosswalks)"
